VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StorkTrunover,SalestoPurchaseRatio
9819,TREASURY WINE ESTATES,41253,Ch St Jean Cab Svgn Cal,6.09,9.99,750,18750,114187.5,19284,194248.56,66711.77,2157.41,14836.57,80061.06,41.21578044,1.02848,1.701136814
3960,DIAGEO NORTH AMERICA INC,3871,Smirnoff Watermelon Vodka,8.2,10.99,750,13903,114004.6,13637,163212.63,98559.09,10741.64,257032.07,49208.03,30.14964589,0.980867439,1.431631969
9552,M S WALKER INC,3038,Zhenka Raspberry Vodka,7.13,9.99,1750,15984,113965.92,15887,161886.13,80559.28,29192.21,55551.82,47920.21,29.60118325,0.993931431,1.42047842
3960,DIAGEO NORTH AMERICA INC,3316,Ciroc Peach Vodka,8.88,11.99,375,12815,113797.2,12459,152526.41,46352.91,4896.9,257032.07,38729.21,25.39180592,0.972220055,1.340335351
1392,CONSTELLATION BRANDS INC,41751,Clos du Bois Pnt Grigio Cal,6.2,8.99,750,18344,113732.8,16563,157241.37,58262.38,1851.01,79528.99,43508.57,27.66992554,0.902911034,1.382550768
7245,PROXIMO SPIRITS INC.,77,Three Olives Espresso Vodka,10.39,12.99,750,10932,113583.48,10429,143416.71,85655.8,8214.33,38994.78,29833.23,20.80178105,0.953988291,1.262654657
7245,PROXIMO SPIRITS INC.,3766,Three Olives Grape Vodka,9.35,12.99,750,12125,113368.75,12201,161089.99,90124.93,9609.1,38994.78,47721.24,29.6239636,1.006268041,1.420938222
3960,DIAGEO NORTH AMERICA INC,3923,Don Julio 1942 Anejo Tequila,106.34,133.99,750,1066,113358.44,1021,136151.79,118659.1,805.63,257032.07,22793.35,16.74113135,0.957786116,1.20107325
3960,DIAGEO NORTH AMERICA INC,4385,Parrot Bay 90 Coconut Capt,16.54,22.99,1750,6853,113348.62,6837,167640.63,112987.01,12566.58,257032.07,54292.01,32.38594964,0.997665256,1.478982541
2561,EDRINGTON AMERICAS,2989,The Macallan 18 Yr Old,192.59,259.99,750,588,113242.92,502,130514.98,107375.87,396.08,9654.5,17272.06,13.23377592,0.853741497,1.152522206
9815,WINE GROUP INC,27350,Almaden Cab Svgn Cal B/B,10.8,17.99,5000,10476,113140.8,10492,173797.08,111520.99,7869,27100.41,60656.28,34.90063239,1.0015273,1.536113232
10754,PERFECTA WINES,18743,Ca'Momi Merlot Napa Valley,6.8,9.99,750,16616,112988.8,14701,154967.99,47540.43,1646.31,28720.52,41979.19,27.08894269,0.884749639,1.371534081
9552,M S WALKER INC,31909,Catena Lunlunta Malbec Argn,12.9,19.99,750,8758,112978.2,9809,187011.91,93670.12,1092.18,55551.82,74033.71,39.58769792,1.120004567,1.655291994
480,BACARDI USA INC,3830,Grey Goose L'Orange Vodka,18.45,23.99,750,6120,112914,6400,157610,101188.04,5042.76,89286.27,44696,28.35860669,1.045751634,1.395841083
12546,JIM BEAM BRANDS COMPANY,4682,Courvoisier VSOP Cognac,26.92,34.99,750,4193,112875.56,3833,137866.67,96514.22,3021.34,123880.97,24991.11,18.12701358,0.914142619,1.221404084
660,SAZERAC NORTH AMERICA INC.,4916,Mr Boston Coffee Brandy,7.87,11.99,1750,14338,112840.06,14187,165412.13,89945.55,26069.17,17932.33,52572.07,31.78247569,0.989468545,1.46589899
9815,WINE GROUP INC,24875,Glen Ellen Merlot RSV,4.57,6.99,1500,24687,112819.59,23589,164887.11,70571.04,5286.97,27100.41,52067.52,31.5776776,0.95552315,1.461511339
17035,PERNOD RICARD USA,5750,Malibu Rum Traveler,8.69,11.99,750,12969,112700.61,12684,162655.16,89114.87,9989.81,123780.22,49954.55,30.71193684,0.97802452,1.443250041
9819,TREASURY WINE ESTATES,35914,Stone Cellars Chard,5.51,8.99,1500,20444,112646.44,20468,185085.32,64575.82,4593.32,14836.57,72438.88,39.13810128,1.001173939,1.643064086
1128,BROWN-FORMAN CORP,1595,Gentleman Jack,10.93,15.99,375,10266,112207.38,10189,151074.11,100860.45,3996.91,68601.68,38866.73,25.72692965,0.992499513,1.34638301
6213,MHW LTD,2482,Clase Azul Reposado Tequila,78.73,99.99,750,1424,112111.52,1054,95499.46,79331.25,831.32,9621.58,-16612.06,-17.39492558,0.740168539,0.851825575
4425,MARTIGNETTI COMPANIES,17345,Bogle Essential Red,6.01,8.95,750,18650,112086.5,18136,186549.84,73220.31,2025.72,144929.24,74463.34,39.91605675,0.972439678,1.664338167
8112,MOET HENNESSY USA INC,2619,Glenmorangie Original 10 Yr,51.58,64.99,1750,2162,111515.96,2221,148432.79,116162.65,4083.42,48347.26,36916.83,24.87107465,1.027289547,1.33104526
4425,MARTIGNETTI COMPANIES,21609,Josh Cellars Legacy Red,9.58,14.99,750,11626,111377.08,10977,156988.39,60905.32,1226.81,144929.24,45611.31,29.05393832,0.944176845,1.40952151
3960,DIAGEO NORTH AMERICA INC,3054,Smirnoff Kissed Caramel,8.14,12.99,750,13670,111273.8,13722,161026.78,83612.14,10806.7,257032.07,49752.98,30.89733273,1.00380395,1.447122144
9165,ULTRA BEVERAGE COMPANY LLP,984,Patron XO Cafe Liqueur,20.63,25.99,750,5380,110989.4,5482,143414.18,99821.86,4320.84,68054.7,32424.78,22.6091869,1.018959108,1.292143033
12546,JIM BEAM BRANDS COMPANY,1394,Makers Mark,12.68,16.49,375,8682,110087.76,8381,142141.19,104122.1,3284.74,123880.97,32053.43,22.55041624,0.965330569,1.291162523
3252,E & J GALLO WINERY,16289,Barefoot Bubbly Pink Moscato,5.19,7.99,750,21197,110012.43,21288,169534.88,64542.99,2379.01,61966.91,59522.45,35.10926483,1.00429306,1.541052043
8673,STE MICHELLE WINE ESTATES,14129,14 Hands Hot to Trot Red,6.01,8.95,750,18304,110007.04,18972,168780.04,62372.15,2120.83,15919.7,58773,34.82224557,1.036494755,1.534265807
3252,E & J GALLO WINERY,44511,MacMurray Ranch C Cst Pnt Nr,9.49,15.49,750,11590,109989.1,12155,186135.73,78515.82,1356.17,61966.91,76146.63,40.90919567,1.048748921,1.692310693
8673,STE MICHELLE WINE ESTATES,32108,Erath Pnt Nr Oregon,10.31,14.99,750,10667,109976.77,10493,164008.15,76002.46,1169.56,15919.7,54031.38,32.94432624,0.98368801,1.491298117
3960,DIAGEO NORTH AMERICA INC,3821,Smirnoff Vanilla Vodka,8.2,10.99,750,13363,109576.6,13161,159783.39,100968.86,10367.75,257032.07,50206.79,31.42178295,0.984883634,1.458188975
4425,MARTIGNETTI COMPANIES,10609,Oyster Bay Chard Marlboro,7.84,11.99,750,13963,109469.92,12925,127787.99,37366.67,1447.71,144929.24,18318.07,14.33473521,0.925660675,1.167334278
3960,DIAGEO NORTH AMERICA INC,388,Smirnoff 80 Proof,11.41,14.49,1000,9591,109433.31,9362,135655.38,59916.15,9830.1,257032.07,26222.07,19.32991526,0.976123449,1.239616895
2561,EDRINGTON AMERICAS,2954,Highland Park 12 Yr Single,35.87,49.99,750,3035,108865.45,2751,138993.49,108444.56,2169.21,9654.5,30128.04,21.6758641,0.906425041,1.276745653
1392,CONSTELLATION BRANDS INC,6976,Ruffino Chianti Clsc RSV Tan,12.74,18.99,750,8540,108799.6,8491,167311.09,79659.71,945.95,79528.99,58511.49,34.97167462,0.994262295,1.537791407
3960,DIAGEO NORTH AMERICA INC,4135,Smirnoff Blueberry Vodka,0.78,0.99,50,139240,108607.2,138962,137572.38,18979.29,7284.71,257032.07,28965.18,21.05450236,0.998003447,1.266696683
3252,E & J GALLO WINERY,4502,E & J XO Brandy,16.17,21.99,1750,6695,108258.15,6639,145991.61,102561.36,12203.62,61966.91,37733.46,25.84632089,0.991635549,1.348550756
7239,REMY COINTREAU USA INC,4528,Remy Martin XO Cognac,106.86,139.99,750,1013,108249.18,851,129066.49,100698.38,671.03,16978.67,20817.31,16.12913623,0.840078973,1.19230917
9552,M S WALKER INC,4153,Jenkins Rum,9.59,11.99,1750,11283,108203.97,11208,138811.92,77310.88,20596.43,55551.82,30607.95,22.04994355,0.993352832,1.282872708
12546,JIM BEAM BRANDS COMPANY,4291,Ronrico Gold,10.39,12.99,1750,10407,108128.73,10279,133524.21,80070.36,18890.28,123880.97,25395.48,19.01938233,0.987700586,1.234863389
8112,MOET HENNESSY USA INC,2606,Glenmorangie Original 18Yr,79.36,115.99,750,1362,108088.32,1230,126639.7,105763.75,970.37,48347.26,18551.38,14.648945,0.9030837,1.17163168
9552,M S WALKER INC,4488,Zhenka Tropical Dark Rum,8.02,13.49,1750,13439,107780.78,13203,157493.97,33235.79,24259.48,55551.82,49713.19,31.56513865,0.98243917,1.461243554
1587,VINEYARD BRANDS INC,19224,Miraval Cotes de Prvnce Rose,12.74,18.99,750,8457,107742.18,8246,165657.54,54952.74,922.54,6070.09,57915.36,34.96089583,0.975050254,1.537536553
3960,DIAGEO NORTH AMERICA INC,2780,Bulleit 10 Yr Old Bourbon,28.46,40.99,750,3780,107578.8,3335,134604.65,96994.99,2628.88,257032.07,27025.85,20.07794679,0.882275132,1.251219106
4692,KOBRAND CORPORATION,24188,St Francis Cab Svgn Sonoma,8.55,15.99,750,12531,107140.05,12604,197484.76,91165.12,1405.3,9139.38,90344.71,45.74768706,1.005825553,1.843239386
7153,PINE STATE TRADING CO,435,Il Tramonto Limoncello,12.79,17.99,750,8351,106809.29,7807,132009.93,83425.01,6150.78,15884.82,25200.64,19.08995785,0.934858101,1.235940525
3960,DIAGEO NORTH AMERICA INC,1848,Oban Little Bay Single Malt,47.01,62.99,750,2259,106195.59,2242,135382.58,99086.61,1767.26,257032.07,29186.99,21.55889628,0.992474546,1.274841827
3960,DIAGEO NORTH AMERICA INC,7143,Smirnoff Watermelon Vodka,18.25,22.99,1750,5814,106105.5,5078,100067.22,67062.95,9332.92,257032.07,-6038.28,-6.034223795,0.873409013,0.943091734
1392,CONSTELLATION BRANDS INC,3356,Svedka Vodka,4.47,5.99,375,23734,106090.98,23544,146876.56,83847.21,9246.61,79528.99,40785.58,27.76861059,0.991994607,1.384439657
1392,CONSTELLATION BRANDS INC,25269,R Mondavi Cab Svgn Pvt Sel,4.62,7.99,750,22961,106079.82,22456,188333.86,60354.56,2512.81,79528.99,82254.04,43.67458937,0.978006184,1.77539762
9552,M S WALKER INC,44494,Smoking Loon Pnt Grigio Cal,4.5,6.79,750,23567,106051.5,21783,169510.57,60738.47,2436.3,55551.82,63459.07,37.43664481,0.924300929,1.598379749
1392,CONSTELLATION BRANDS INC,12212,Black Box Svgn Bl,10.52,16.99,3000,10080,106041.6,9296,165918.04,93047.04,4183.2,79528.99,59876.44,36.08796247,0.922222222,1.564650477
1392,CONSTELLATION BRANDS INC,40193,Mark West Chard Sonoma Cnty,4.83,9.99,750,21905,105801.15,19277,175833.73,57374.95,2156.92,79528.99,70032.58,39.8288656,0.880027391,1.661926454
4425,MARTIGNETTI COMPANIES,26383,Buehler Chard RRV,7.89,15.99,750,13406,105773.34,12974,161330.26,51443.76,1451.83,144929.24,55556.92,34.43676344,0.967775623,1.525245019
9165,ULTRA BEVERAGE COMPANY LLP,27556,Querceto Chianti Clsc RSV,8.9,12.99,750,11867,105616.3,10885,143436.15,39279.51,1219.37,68054.7,37819.85,26.36702812,0.917249515,1.358087246
8004,SAZERAC CO INC,5170,Dr McGillicuddy's Apple Pie,9.99,13.99,750,10552,105414.48,10564,148198.36,92465.17,8322.53,50293.62,42783.88,28.86933432,1.001137225,1.405863407
4425,MARTIGNETTI COMPANIES,19948,Josh Cellars Pnt Nr,10.06,15.99,750,10476,105388.56,10040,165773.68,67719.27,1121.09,144929.24,60385.12,36.42624088,0.958381061,1.572976042
8112,MOET HENNESSY USA INC,44717,Dom Chandon Rose Spklg,9.08,13.99,750,11602,105346.16,11086,165981.14,65493.2,1238.37,48347.26,60634.98,36.53124686,0.955524909,1.575578455
12546,JIM BEAM BRANDS COMPANY,8236,Jim Beam,1.07,1.49,50,98086,104952.02,98300,146467,26277.64,5147.99,123880.97,41514.98,28.34425502,1.002181759,1.395561515
1128,BROWN-FORMAN CORP,1244,Jack Daniels Winter Jack,12.79,17.99,750,8197,104839.63,7783,124092.17,41547.92,6127.84,68601.68,19252.54,15.51470975,0.949493717,1.183638
3924,HEAVEN HILL DISTILLERIES,8840,Burnetts Gin,7.96,10.99,1750,13167,104809.32,13255,166549.45,80522.77,24356.82,14069.87,61740.13,37.07014944,1.006683375,1.589070991
8004,SAZERAC CO INC,1281,Benchmark Old #8 Bourbon,11.19,14.99,1750,9359,104727.21,8444,139130.56,89673.8,15519.48,50293.62,34403.35,24.72738556,0.902233145,1.328504407
9165,ULTRA BEVERAGE COMPANY LLP,4979,Patron Silver Tequila,57.14,79.99,1000,1831,104623.34,1395,106496.05,78754.7,1464.75,68054.7,1872.71,1.758478366,0.761878755,1.017899543
1128,BROWN-FORMAN CORP,2518,Woodford Reserve Double Oak,36.49,49.99,750,2867,104616.83,2801,147315.99,118517.49,2208.9,68601.68,42699.16,28.98474225,0.976979421,1.408148096
12546,JIM BEAM BRANDS COMPANY,4806,Leroux Blackberry Brandy,11.71,14.99,1750,8933,104605.43,8935,135805.65,68384.96,16419.02,123880.97,31200.22,22.97416934,1.000223889,1.298265778
2000,SOUTHERN WINE & SPIRITS NE,6649,Wente Morning Fog Chard,7.87,11.99,750,13289,104584.43,12819,161133.81,68701.43,1430.29,19016.59,56549.38,35.0946707,0.964632403,1.540705533
4425,MARTIGNETTI COMPANIES,43362,Silver Oak Cab Svgn Napa,68.93,109.99,750,1517,104566.81,1759,188877.73,95499.42,195.77,144929.24,84310.92,44.63782999,1.159525379,1.806287578
8673,STE MICHELLE WINE ESTATES,6451,Columbia Crest G E Cab Svgn,6.03,8.99,750,17332,104511.96,19856,183749.32,61184.84,2220.9,15919.7,79237.36,43.12253237,1.145626587,1.758165477
12546,JIM BEAM BRANDS COMPANY,1415,Old Grand Dad,10.39,14.99,750,10058,104502.62,9981,138847.19,78608.48,7861.87,123880.97,34344.57,24.73551679,0.992344402,1.328647932
9165,ULTRA BEVERAGE COMPANY LLP,41212,A to Z Pnt Gris Ore,10.52,15.99,750,9928,104442.56,9141,121242.67,54568.66,1019.75,68054.7,16800.11,13.85659851,0.920729251,1.160855019
17035,PERNOD RICARD USA,4896,Hiram Walker Coffee Brandy,14.05,17.99,1750,7432,104419.6,7418,135315.82,76885.93,13632.76,123780.22,30896.22,22.83267396,0.998116254,1.295885255
3252,E & J GALLO WINERY,39479,Barefoot Premium X-Dry,5.29,9.99,750,19737,104408.73,18801,150188.07,51681.21,2103.11,61966.91,45779.34,30.48134249,0.952576379,1.438462761
8004,SAZERAC CO INC,3227,Taaka Gin,6.86,8.99,1750,15217,104388.62,15134,137494.66,64501.07,27808.12,50293.62,33106.04,24.0780551,0.994545574,1.317142233
1485,CASTLE BRANDS CORP.,1271,Jeffersons Reserve Bourbon,37.59,49.99,750,2774,104274.66,2654,133278.46,110672.97,2093.42,8497.59,29003.8,21.76180607,0.956741168,1.278148114
4425,MARTIGNETTI COMPANIES,41159,Phillips Earthquake Ld Znfdl,16.1,25.99,750,6472,104199.2,6270,152217.7,76975.59,697.95,144929.24,48018.5,31.54593717,0.968788628,1.460833672
1128,BROWN-FORMAN CORP,44712,Sonoma-Cutrer Chard Sonoma,13.79,21.99,750,7540,103976.6,8566,192344.34,77656.7,956.48,68601.68,88367.74,45.94246964,1.136074271,1.849881031
660,SAZERAC NORTH AMERICA INC.,4346,Mr Boston Dark Rum,8.39,13.49,1750,12391,103960.49,12257,130627.43,75801.99,22524.55,17932.33,26666.94,20.41450253,0.989185699,1.256510334
8004,SAZERAC CO INC,5060,Dr McGillicuddy's Butterscth,9.35,15.99,750,11108,103859.8,10338,145183.62,90032.99,8144.54,50293.62,41323.82,28.46314205,0.930680591,1.397880797
17035,PERNOD RICARD USA,1758,Aberlour Glenlivet 12 Yr,29.76,39.99,750,3486,103743.36,3446,143989.54,112773.01,2717.04,123780.22,40246.18,27.95076642,0.988525531,1.387939816
7239,REMY COINTREAU USA INC,4732,Remy Martin VSOP Cognac,69.76,94.99,1750,1484,103523.84,1525,134109.75,87135.14,2802.94,16978.67,30585.91,22.80662666,1.027628032,1.295447986
3252,E & J GALLO WINERY,46447,Gascon Malbec Mendoza,6.12,10.99,750,16915,103519.8,17157,190040.43,80361.87,1914.77,61966.91,86520.63,45.52748591,1.014306828,1.835788226
2561,EDRINGTON AMERICAS,2960,The Macallan Fine Oak 15 Yr,69.34,104.99,750,1492,103455.28,1387,156141.13,130573.41,1094.07,9654.5,52685.85,33.74245466,0.929624665,1.50926207
3960,DIAGEO NORTH AMERICA INC,8726,Baileys Irish Cream,1.43,1.99,50,72120,103131.6,72199,143676.01,30566.4,3770.54,257032.07,40544.41,28.21933181,1.001095397,1.393132755
9552,M S WALKER INC,4634,Gold Crown Wh Rum,8.52,10.99,1750,12101,103100.52,11908,136024.92,57256.3,21880.52,55551.82,32924.4,24.20468249,0.984050905,1.319342715
12546,JIM BEAM BRANDS COMPANY,2122,Canadian Club 1858,7.8,9.99,750,13195,102921,13259,138305.41,89541.26,10446.06,123880.97,35384.41,25.58425589,1.004850322,1.343801654
7245,PROXIMO SPIRITS INC.,8323,Jose Cuervo Gold w/Marg Mix,11.9,14.99,750,8639,102804.1,8364,132660.36,75569.46,6588.56,38994.78,29856.26,22.50578847,0.968167612,1.290418962
3960,DIAGEO NORTH AMERICA INC,4157,Smirnoff Green Apple Vodka,0.72,0.99,50,142597,102669.84,142637,141210.63,19061.46,7477.77,257032.07,38540.79,27.29312234,1.000280511,1.375385702
8673,STE MICHELLE WINE ESTATES,28163,Villa Maria Svgn Bl Pvt Bin,6.82,11.99,750,15052,102654.64,15192,171790.64,57499.03,1699.61,15919.7,69136,40.24433462,1.00930109,1.673481491
480,BACARDI USA INC,8358,Bacardi 151 Proof,14.49,19.99,750,7071,102458.79,8065,161219.35,87396.28,6352.66,89286.27,58760.56,36.44758523,1.140574176,1.573504333
4425,MARTIGNETTI COMPANIES,24088,Hess Select Cab Svgn,8.75,16.99,750,11674,102147.5,11436,176810.6,73191.75,1277.02,144929.24,74663.1,42.22772843,0.979612815,1.730934188
480,BACARDI USA INC,4179,Bacardi Dragon Berry Rum,15.14,19.99,1750,6734,101952.76,6719,144216.81,98570.23,12349.37,89286.27,42264.05,29.30591101,0.997772498,1.414545423
2242,DELICATO VINEYARDS INC,42099,Bota Box Pnt Grigio Cal,11.4,17.99,3000,8938,101893.2,8916,164562.84,110986.04,4012.2,7982.65,62669.64,38.08249785,0.997538599,1.615052231
11567,CAMPARI AMERICA,8387,Wild Turkey 101,17.45,21.99,750,5833,101785.85,6556,149388.44,118749.96,5169.62,20964.81,47602.59,31.86497563,1.12394994,1.467673945
9819,TREASURY WINE ESTATES,41252,Beringer Classic Pnt Grigio,5.13,7.99,1500,19823,101691.99,20856,175543.44,66617.71,4676.99,14836.57,73851.45,42.07018502,1.052111184,1.726226815
1392,CONSTELLATION BRANDS INC,15428,Ruffino Prosecco Sparkling,7.94,11.99,750,12807,101687.58,12449,145221.51,49553.94,1392.05,79528.99,43533.93,29.97760456,0.972046537,1.428114525
7245,PROXIMO SPIRITS INC.,5758,1800 Ultimate Margarita RTD,13.33,19.99,1750,7621,101587.93,7568,149258.32,102472.14,13910.01,38994.78,47670.39,31.93817939,0.993045532,1.469252499
3960,DIAGEO NORTH AMERICA INC,8620,Sambuca Romana,8.75,11.99,375,11608,101570,11583,138880.17,86783.62,4542.84,257032.07,37310.17,26.86500888,0.997846313,1.367334548
4425,MARTIGNETTI COMPANIES,32924,Silverado Cab Svgn Napa,27.51,44.99,750,3690,101511.9,3811,173540.89,97413.67,423.36,144929.24,72028.99,41.50548611,1.032791328,1.709562032
9552,M S WALKER INC,3326,Jenkins Gin,7.36,9.49,1750,13791,101501.76,13877,137664.73,72666.43,25499.42,55551.82,36162.97,26.26887076,1.006235951,1.356279241
9165,ULTRA BEVERAGE COMPANY LLP,46021,Spellbound Cab Svgn Cal,6.61,11.99,750,15313,101218.93,15571,181882.25,73815.07,1738.54,68054.7,80663.32,44.34919845,1.016848429,1.796919311
3960,DIAGEO NORTH AMERICA INC,3042,Ciroc Red Berry Vodka,8.63,11.99,375,11709,101048.67,11372,140973.78,57469.45,4467.1,257032.07,39925.11,28.32094734,0.971218721,1.395107724
3960,DIAGEO NORTH AMERICA INC,3690,Tanqueray Ten Gin,22.39,29.99,750,4503,100822.17,4479,130039.21,90752.76,3529.94,257032.07,29217.04,22.4678695,0.99467022,1.289787851
3960,DIAGEO NORTH AMERICA INC,5890,Godiva Wh Chocolate Liqueur,16.66,23.99,750,6041,100643.06,5926,135768.74,87694.03,4669.71,257032.07,35125.68,25.87169918,0.980963417,1.349012441
8673,STE MICHELLE WINE ESTATES,6933,Ch Ste Michelle Svgn Bl,5.26,8.99,750,19133,100639.58,18761,167048.27,62789.88,2096.44,15919.7,66408.69,39.75419201,0.980557153,1.659866526
1392,CONSTELLATION BRANDS INC,26463,Ravenswood Vints Blend Znfdl,4.65,7.99,750,21641,100630.65,21469,162565.51,57621.57,2400.88,79528.99,61934.86,38.09840107,0.992052123,1.615467156
3960,DIAGEO NORTH AMERICA INC,5058,Capt Morgan Long Isl Tea RTD,11.93,15.99,1750,8423,100486.39,8471,141149.29,92629.69,15568.94,257032.07,40662.9,28.80843396,1.005698682,1.40466077
9552,M S WALKER INC,10266,Klinker Brick Old Vine Znfdl,9.58,15.99,750,10488,100475.04,10249,164001.51,74397.66,1142.79,55551.82,63526.47,38.73529579,0.977212052,1.632261206
1392,CONSTELLATION BRANDS INC,26092,Blackstone Merlot Cal,4.79,7.99,750,20960,100398.4,21162,174141.38,58676.26,2366.46,79528.99,73742.98,42.34661515,1.009637405,1.734503538
3664,WILLIAM GRANT & SONS INC,8727,Monkey Shoulder Scotch,23.07,29.99,750,4351,100377.57,4157,128154.43,96571.75,3276.99,30234.42,27776.86,21.6745219,0.955412549,1.276723774
3960,DIAGEO NORTH AMERICA INC,3583,Smirnoff Orange Vodka,13.23,22.99,1750,7586,100362.78,7533,155528.67,104878.35,13845.46,257032.07,55165.89,35.4699169,0.993013446,1.549664826
653,STATE WINE & SPIRITS,16610,Leese-Fitch Cab Svgn,6.8,9.99,750,14732,100177.6,14488,153305.12,60658.37,1618.13,8014.98,53127.52,34.65475908,0.983437415,1.530333328
480,BACARDI USA INC,7221,M & R Sweet Vermouth,6.86,10.49,1500,14600,100156,14577,152912.73,80552.71,3258.32,89286.27,52756.73,34.50120209,0.998424658,1.526745577
3960,DIAGEO NORTH AMERICA INC,4103,Capt Morgan White,11.19,14.99,750,8942,100060.98,9035,129392.65,90922.58,7120.06,257032.07,29331.67,22.66872964,1.010400358,1.293137944
3252,E & J GALLO WINERY,8214,E & J Brandy VS,7.4,9.99,750,13491,99833.4,13834,138201.66,81987.93,10897.91,61966.91,38368.26,27.76251747,1.025424357,1.384322882
3960,DIAGEO NORTH AMERICA INC,5399,Goldschlager Cinnamon Schna,1.45,1.99,50,68776,99725.2,67863,135047.37,29052.01,3547.4,257032.07,35322.17,26.15539273,0.98672502,1.354195028
3960,DIAGEO NORTH AMERICA INC,2751,Johnnie Walker Black Label,15.99,19.99,375,6235,99697.65,5932,118580.68,78620.67,2326.3,257032.07,18883.03,15.92420452,0.951403368,1.18940296
480,BACARDI USA INC,4233,Castillo Silver Label Rum,7.87,9.99,1750,12637,99453.19,12287,153199.13,60793.65,22576.66,89286.27,53745.94,35.08240549,0.972303553,1.54041444
2242,DELICATO VINEYARDS INC,39356,Bota Box Chard Cal,11.56,17.99,3000,8600,99416,8498,156711.02,106342.52,3824.1,7982.65,57295.02,36.56093873,0.988139535,1.576315885
17035,PERNOD RICARD USA,8822,Absolut 80 Proof,1.46,1.99,50,67966,99230.36,67505,134334.95,29832.09,3530.07,123780.22,35104.59,26.13213464,0.993217197,1.353768645
3960,DIAGEO NORTH AMERICA INC,3754,Smirnoff Blueberry Vodka,8.79,10.99,750,11259,98966.61,11091,130426.09,80804.49,8737.17,257032.07,31459.48,24.12054214,0.985078604,1.317879737
12546,JIM BEAM BRANDS COMPANY,3959,Hornitos Black Barrel,18.24,24.99,750,5401,98514.24,4266,113048.34,85767.77,3362.76,123880.97,14534.1,12.85653553,0.789853731,1.147532986
3960,DIAGEO NORTH AMERICA INC,3882,Smirnoff Strawberry Vodka,8.79,10.99,750,11206,98500.74,11132,131052.68,85394.69,8770.13,257032.07,32551.94,24.83882054,0.993396395,1.330474065
1128,BROWN-FORMAN CORP,1323,Early Times,13.59,16.99,1750,7246,98473.14,7149,130518.51,77626.67,13138.73,68601.68,32045.37,24.5523566,0.986613304,1.325422445
1485,CASTLE BRANDS CORP.,3667,Boru Original Irish Vodka,13.13,17.99,1750,7467,98041.71,7573,136991.27,95707.16,13919.85,8497.59,38949.56,28.43214754,1.014195795,1.397275405
7245,PROXIMO SPIRITS INC.,3808,Three Olives Vodka,9.55,12.99,750,10260,97983,10975,146252.25,102478.33,8647.85,38994.78,48269.25,33.00410763,1.069688109,1.492628823
12546,JIM BEAM BRANDS COMPANY,5254,DeKuyper Buttershots Schnpps,7.35,9.99,750,13328,97960.8,13233,138526.67,89107.86,10424.96,123880.97,40565.87,29.28379784,0.992872149,1.41410309
480,BACARDI USA INC,4247,Bacardi Limon Rum,7.99,11.99,750,12250,97877.5,11778,133890.22,77062.16,9279.49,89286.27,36012.72,26.89719981,0.961469388,1.367936656
4425,MARTIGNETTI COMPANIES,8781,Rodney Strong Cab Svgn,10.32,15.99,750,9476,97792.32,9701,172021.99,81147.46,1080.96,144929.24,74229.67,43.15126804,1.023744196,1.759054187
7245,PROXIMO SPIRITS INC.,8961,Jose Cuervo Especial,1.12,1.49,50,87230,97697.6,85075,126761.75,24398.75,4453.14,38994.78,29064.15,22.92817037,0.975295197,1.297490931
9815,WINE GROUP INC,31186,Almaden Merlot Cal B/B,10.8,17.99,5000,9005,97254,8961,148332.39,100961.23,6720.75,27100.41,51078.39,34.43508865,0.995113826,1.525206058
7245,PROXIMO SPIRITS INC.,3779,Three Olives Cherry Vodka,9.35,12.99,750,10398,97221.3,10437,137643.63,81629.27,8220.89,38994.78,40422.33,29.36738155,1.003750721,1.415776481
660,SAZERAC NORTH AMERICA INC.,3687,Fleischmanns Royal Traveler,3.84,5.99,750,25265,97017.6,25125,132453.75,66755.48,19781.91,17932.33,35436.15,26.75360267,0.994458737,1.365254861
8112,MOET HENNESSY USA INC,19270,Veuve Clicquot Brut Yellow,16.44,24.99,375,5899,96979.56,5692,142243.08,72071.16,325.66,48347.26,45263.52,31.82124572,0.964909307,1.466732577
1655,FABRIZIA SPIRITS LLC,8793,Fabrizia's Margarita RTD,15.07,18.99,1750,6431,96915.17,4916,94406.84,61495.98,9035.38,1824.89,-2508.33,-2.656936722,0.764422329,0.974118293
12546,JIM BEAM BRANDS COMPANY,1249,Jim Beam Apple,20.28,27.99,1750,4777,96877.56,4031,99189.69,73433.21,7409.91,123880.97,2312.13,2.331018476,0.843835043,1.023866518
3960,DIAGEO NORTH AMERICA INC,2327,Crown Royal Shot Glass VAP,17.55,22.99,750,5495,96437.25,5494,122173.06,60894.76,4326.58,257032.07,25735.81,21.06504495,0.999818016,1.266865864
2496,DUGGANS DISTILLED PRODUCTS,1734,Duggans Dew O Kirkintilloch,17.45,21.99,1750,5526,96428.7,5007,109021.93,76770.77,9204.22,939.27,12593.23,11.55109802,0.906080347,1.130596285
8664,"STOLI GROUP,(USA) LLC",3689,Stolichnaya Vanil,12.77,16.99,750,7541,96298.57,7506,135817.94,90804.03,5914.27,18544.49,39519.37,29.09731218,0.995358706,1.410383768
